,id,lot_front,lot_area,overall_qual,age,remod_age,exter_qual,bsmt_qual,heating_qc,total_bsmt_sf,1st_flr_sf,gr_liv_area,kitchen_qual,garage_finish,fireplace_qu,total_bsmt_sf_class,neighborhood_class,gr_liv_area_class,sale_price,garage_area,bsmtfin_sf1,tot_rms_abv_grd
596,1172,50.0,5119,9,9,8,4,5,5,1698.0,1709,1709,4,3,3,0,0,0,328900.0,506.0,1238.0,5
597,1714,71.0,9254,8,2,2,4,4,5,1721.0,1721,1721,4,2,0,1,1,0,232698.0,554.0,119.0,7
598,829,95.0,10324,8,1,1,4,4,5,1254.0,1254,1254,4,2,0,0,0,0,221800.0,810.0,872.0,5
599,1397,63.0,8375,5,67,35,3,3,4,576.0,864,1350,4,1,0,0,0,0,152400.0,627.0,336.0,6
600,877,75.0,9750,7,9,8,4,4,5,1630.0,1630,1630,4,1,3,0,0,0,213000.0,451.0,0.0,6
601,2477,74.0,7632,7,1,1,4,4,5,784.0,831,1585,4,2,0,0,0,0,184900.0,449.0,0.0,7
602,2871,90.0,15750,5,53,53,3,3,3,1165.0,1336,1336,3,1,4,0,0,0,157000.0,375.0,841.0,5
603,2489,69.05520046484602,9240,5,44,4,3,3,4,864.0,1211,1211,3,1,3,0,0,0,144000.0,576.0,612.0,6
604,1655,80.0,10400,6,28,8,3,4,5,1259.0,1353,1353,3,2,3,0,0,0,192350.0,478.0,903.0,5
605,1891,80.0,8800,7,41,41,3,3,5,1174.0,1200,1200,3,2,3,0,0,0,163500.0,440.0,654.0,6
606,1419,86.0,11839,7,18,18,3,4,5,1475.0,1532,2329,4,1,5,0,0,0,262280.0,514.0,1085.0,10
607,1473,70.0,9135,7,6,5,4,4,5,1536.0,1536,1536,4,2,0,0,0,0,214000.0,532.0,810.0,7
608,2868,90.0,14115,6,50,2,3,3,5,1073.0,1811,1811,5,3,4,0,0,0,230000.0,470.0,296.0,6
609,1695,109.0,14154,7,1,1,4,5,5,1063.0,1071,2172,4,2,4,0,1,0,280000.0,947.0,0.0,9
610,2244,65.0,6565,4,50,27,3,3,4,1073.0,1073,1073,3,1,0,0,0,0,140000.0,720.0,967.0,6
611,169,70.0,7700,6,44,44,3,3,3,756.0,1051,1839,3,1,3,0,0,0,155000.0,442.0,0.0,7
612,2670,63.0,4761,3,88,56,2,3,2,1020.0,1020,1020,2,0,0,0,0,0,64500.0,0.0,0.0,5
613,247,87.0,12361,6,17,17,4,4,5,946.0,964,1802,4,2,4,0,0,0,218000.0,1017.0,860.0,8
614,2137,72.0,9720,5,30,30,3,3,3,995.0,1009,1009,3,1,2,0,0,0,160000.0,576.0,755.0,6
615,1794,72.0,8640,8,0,0,4,4,5,1338.0,1338,1338,4,2,0,0,0,0,208900.0,598.0,24.0,6
616,1498,123.0,47007,5,49,12,3,0,3,0.0,3820,3820,5,1,4,0,0,1,284700.0,624.0,0.0,11
617,1164,30.0,3180,7,1,1,4,4,5,689.0,703,1392,4,1,0,0,0,0,146000.0,540.0,0.0,5
618,1179,38.0,14963,8,12,12,4,4,5,1260.0,1288,1288,5,3,4,0,0,0,245500.0,500.0,786.0,4
619,1340,50.0,5000,6,82,58,3,3,5,992.0,1013,1013,3,1,0,0,0,0,113000.0,160.0,0.0,6
620,436,129.0,16870,8,5,4,4,5,5,1782.0,1782,1782,4,3,4,1,1,0,296000.0,932.0,1531.0,7
621,1636,86.0,14157,9,2,1,4,5,5,1922.0,1922,1922,4,3,4,1,1,0,377426.0,676.0,1249.0,8
622,421,96.0,12456,10,3,2,5,5,5,1700.0,1718,1718,5,3,4,0,1,0,337500.0,786.0,1172.0,7
623,457,100.0,14836,10,5,4,5,5,5,2492.0,2492,2492,5,3,5,1,1,0,552000.0,949.0,2146.0,8
624,2834,56.0,6956,4,58,56,3,2,5,624.0,624,936,3,1,0,0,0,0,97900.0,265.0,0.0,5
625,517,75.0,7862,6,0,0,4,4,5,1218.0,1218,1218,4,3,0,0,0,0,208300.0,676.0,27.0,4
626,1566,69.05520046484602,11050,7,12,11,3,4,5,910.0,910,1820,4,1,3,0,0,0,213000.0,816.0,0.0,8
627,1439,57.0,8924,7,10,9,3,4,5,880.0,880,1724,4,3,0,0,0,0,188000.0,527.0,0.0,8
628,2577,69.05520046484602,9610,6,48,48,3,3,5,1121.0,1336,1336,3,2,3,0,0,0,162000.0,488.0,203.0,7
629,2241,75.0,13710,5,57,57,3,3,3,910.0,910,1558,3,1,0,0,0,0,152000.0,282.0,420.0,6
630,71,100.0,12552,7,6,5,4,4,5,991.0,991,1947,4,2,4,0,0,0,254900.0,678.0,222.0,8
631,1143,43.0,14565,7,14,13,4,4,5,832.0,832,1657,4,2,0,0,0,0,189000.0,483.0,537.0,6
632,1021,56.0,18559,7,30,30,4,4,3,2048.0,2064,2064,4,3,2,1,0,0,235000.0,550.0,1206.0,7
633,1416,68.0,10880,5,58,58,3,3,3,1164.0,1164,1164,3,1,0,0,0,0,125000.0,240.0,1040.0,5
634,35,24.0,2280,7,35,35,3,4,5,836.0,836,836,3,1,0,0,0,0,120000.0,308.0,0.0,4
635,2904,125.0,31250,1,55,55,3,0,3,0.0,1600,1600,3,1,0,0,0,0,81500.0,270.0,0.0,6
636,2174,81.0,11841,6,17,17,3,4,3,816.0,816,816,3,0,0,0,0,0,118500.0,0.0,816.0,5
637,522,85.0,9187,9,0,0,5,5,5,1766.0,1766,1766,5,3,4,1,0,0,370878.0,478.0,1121.0,7
638,2211,82.0,6270,5,58,57,3,3,3,1001.0,1001,2002,3,1,0,0,0,0,145000.0,871.0,284.0,8
639,1539,69.05520046484602,15660,7,69,2,4,3,5,798.0,1137,1954,4,1,3,0,0,0,311500.0,431.0,341.0,8
640,2420,43.0,3087,7,0,0,4,4,5,1220.0,1364,1364,4,3,4,0,0,0,210250.0,437.0,453.0,6
641,2779,95.0,13450,7,4,4,4,4,5,916.0,920,1861,4,2,0,0,0,0,200000.0,492.0,700.0,8
642,953,75.0,10125,5,32,32,3,0,3,0.0,1302,1734,4,1,0,0,0,0,126000.0,539.0,0.0,8
643,658,80.0,8146,4,109,6,4,2,4,405.0,717,1039,3,1,0,0,0,0,114000.0,281.0,0.0,6
644,714,60.0,9600,4,99,59,4,2,3,677.0,833,1510,4,1,0,0,0,0,87500.0,720.0,0.0,7
645,1637,98.0,12328,8,2,2,4,5,5,1149.0,1164,2541,5,3,4,0,1,0,349265.0,729.0,986.0,10
646,538,76.0,10141,8,5,5,4,4,5,1512.0,1512,1512,4,2,0,0,0,0,203000.0,845.0,516.0,6
647,546,65.0,8529,7,8,8,4,4,5,1454.0,1434,1434,4,2,3,0,0,0,189000.0,527.0,20.0,6
648,533,65.0,8127,7,6,6,4,4,5,812.0,812,1653,4,2,0,0,0,0,209000.0,628.0,410.0,6
649,718,70.0,8400,6,109,59,3,2,4,917.0,1090,2007,5,1,0,0,0,0,160000.0,357.0,0.0,8
650,1830,44.0,10751,5,33,33,3,2,3,1037.0,1037,1037,3,2,0,0,0,0,129000.0,431.0,787.0,5
651,2929,77.0,10010,5,32,31,3,4,4,1389.0,1389,1389,3,2,3,0,0,0,170000.0,418.0,1071.0,6
652,2207,40.0,4280,5,94,5,3,3,3,440.0,694,694,4,1,4,0,0,0,90350.0,352.0,365.0,4
653,1417,60.0,9600,6,84,58,3,3,2,572.0,572,1096,3,0,0,0,0,0,79000.0,0.0,0.0,5
654,2787,70.0,9800,5,34,34,3,3,3,894.0,894,894,3,1,0,0,0,0,149900.0,552.0,894.0,5
655,1037,63.0,7560,5,37,37,3,4,3,864.0,864,864,3,1,0,0,0,0,123000.0,576.0,119.0,5
656,2659,60.0,9600,4,106,56,3,3,2,1095.0,1095,1774,3,1,0,0,0,0,87000.0,779.0,0.0,8
657,1567,76.0,9880,6,31,31,3,3,3,1096.0,1118,1118,3,3,1,0,0,0,171000.0,358.0,522.0,6
658,1225,80.0,9600,6,58,58,3,3,3,1032.0,1032,1252,3,1,0,0,0,0,119000.0,288.0,280.0,6
659,685,70.0,7931,5,50,50,3,3,3,1148.0,1148,1148,3,1,0,0,0,0,132500.0,672.0,1148.0,6
660,1358,69.05520046484602,5100,8,83,12,3,3,2,588.0,833,1666,4,1,4,0,0,0,161000.0,228.0,0.0,7
661,1461,69.05520046484602,9720,9,7,6,4,4,5,1357.0,1366,1947,4,3,3,0,0,0,274000.0,725.0,1194.0,7
662,221,70.0,8521,5,43,43,3,3,3,912.0,912,912,3,1,2,0,0,0,125000.0,336.0,842.0,5
663,2187,52.0,8741,5,61,57,3,3,3,1195.0,1195,1195,3,0,0,0,0,0,98500.0,0.0,0.0,8
664,2504,89.0,12461,8,12,11,4,4,5,1624.0,1624,1624,4,2,2,0,1,0,262000.0,757.0,1456.0,5
665,855,76.0,6950,5,30,30,3,3,3,914.0,914,914,3,1,0,0,0,0,134900.0,444.0,710.0,5
666,2258,115.0,16905,5,48,48,3,3,4,1350.0,1328,1328,3,2,4,0,0,0,170000.0,308.0,967.0,5
667,2205,53.0,7155,6,81,16,3,3,3,686.0,686,1461,3,1,4,0,0,0,135000.0,225.0,0.0,6
668,1158,69.05520046484602,9205,6,18,17,4,4,5,930.0,1364,2683,4,2,4,0,1,1,290000.0,473.0,704.0,9
669,1741,64.0,7697,7,0,0,4,4,5,1246.0,1258,1258,4,2,0,0,0,0,173500.0,462.0,0.0,6
670,2735,78.0,7800,5,58,4,3,3,5,896.0,1112,2008,5,1,0,0,0,0,225000.0,230.0,603.0,8
671,1888,69.05520046484602,14357,5,46,46,3,3,3,864.0,1187,1187,3,2,3,0,0,0,140500.0,440.0,311.0,6
672,2121,65.0,8775,5,13,13,3,4,4,990.0,990,990,3,1,0,0,0,0,126000.0,299.0,495.0,5
673,1176,24.0,2645,8,9,9,4,4,5,960.0,962,1586,4,1,0,0,0,0,170000.0,480.0,612.0,7
674,2773,43.0,13568,5,11,11,3,4,5,990.0,990,990,3,1,0,0,0,0,156000.0,576.0,716.0,5
675,2619,47.0,16321,5,49,9,3,3,3,1484.0,1600,1600,3,2,4,0,0,0,207500.0,319.0,1277.0,6
676,1796,72.0,8640,8,0,0,4,4,5,896.0,896,1792,4,3,0,0,0,0,255000.0,590.0,350.0,8
677,1598,21.0,1596,4,35,35,3,4,3,462.0,526,988,3,2,1,0,0,0,94900.0,297.0,437.0,4
678,1965,70.0,7315,5,49,49,3,3,3,1170.0,1170,1170,3,2,3,0,0,0,140000.0,338.0,625.0,6
679,2651,42.0,7614,3,101,56,3,3,4,738.0,714,1376,3,1,0,0,0,0,96900.0,216.0,0.0,7
680,609,69.05520046484602,11000,5,43,43,3,3,5,1154.0,1154,1154,3,2,1,0,0,0,154000.0,480.0,740.0,6
681,1990,69.05520046484602,10337,8,97,8,4,3,5,725.0,909,1772,4,1,0,0,0,0,184900.0,816.0,0.0,7
682,1053,114.0,14803,10,1,0,5,5,5,2078.0,2084,2084,5,3,4,1,1,0,385000.0,1220.0,1636.0,7
683,2877,50.0,8765,4,70,56,3,3,5,951.0,951,951,3,1,0,0,0,0,106500.0,327.0,285.0,6
684,497,106.0,12720,8,9,9,4,4,5,1455.0,1466,2687,4,2,3,0,1,1,327000.0,810.0,1173.0,10
685,514,85.0,11128,9,4,3,5,5,5,2458.0,2490,2490,5,3,4,1,0,0,468000.0,795.0,2158.0,9
686,759,60.0,5160,6,82,59,3,3,3,1204.0,1204,1666,3,1,0,0,0,0,135000.0,384.0,0.0,4
687,2474,63.0,13072,6,1,1,4,4,5,1141.0,1141,1141,3,1,0,0,0,0,142500.0,484.0,0.0,6
688,1193,73.0,8814,5,40,40,3,3,5,732.0,732,1464,3,1,0,0,0,0,141000.0,470.0,732.0,7
689,1415,70.0,7000,5,98,17,3,4,3,1117.0,820,1347,3,0,0,0,0,0,107500.0,0.0,969.0,5
690,2048,59.0,4484,5,65,28,3,3,3,672.0,778,1282,3,1,0,0,0,0,108500.0,240.0,485.0,4
691,2483,69.05520046484602,9019,6,12,12,3,4,5,636.0,636,1320,4,3,0,0,0,0,150000.0,472.0,274.0,6
692,2883,60.0,8520,3,90,56,3,2,2,216.0,576,936,3,0,0,0,0,0,78000.0,0.0,0.0,6
693,1111,92.0,11932,8,1,0,4,4,5,1580.0,1580,1580,4,2,0,0,0,0,235128.0,830.0,0.0,7
694,2072,69.05520046484602,115149,7,36,5,3,4,3,1643.0,1824,1824,4,1,3,0,0,0,302000.0,739.0,1219.0,5
695,1450,40.0,14330,5,33,7,3,3,3,864.0,1558,1558,3,3,0,0,0,0,163000.0,440.0,88.0,5
696,274,67.0,8777,3,65,3,3,0,3,0.0,640,640,3,1,0,0,0,0,84900.0,240.0,0.0,5
697,413,24.0,2308,6,35,35,3,3,3,855.0,855,1322,3,1,2,0,0,0,147000.0,440.0,257.0,6
698,751,50.0,2500,7,94,4,4,3,5,910.0,916,1826,5,1,4,0,0,0,155000.0,164.0,299.0,7
699,2897,50.0,8049,7,16,16,3,4,3,1309.0,1339,1339,3,3,3,0,0,0,180000.0,484.0,1053.0,6
700,207,70.0,5600,4,80,60,2,0,2,0.0,372,1092,2,0,0,0,0,0,55000.0,0.0,0.0,7
701,2269,73.0,9590,7,4,4,4,5,5,868.0,1146,1146,4,3,4,0,0,0,187500.0,438.0,786.0,6
702,891,72.0,7200,6,33,33,3,3,5,1041.0,1125,1125,3,1,2,0,0,0,125000.0,352.0,631.0,6
703,2863,86.0,11500,7,70,19,4,4,4,1017.0,1020,2057,4,3,4,0,0,0,250000.0,180.0,223.0,6
704,1298,60.0,6756,5,98,58,3,3,3,481.0,899,899,3,1,0,0,0,0,78000.0,200.0,0.0,5
705,1292,63.0,11426,4,98,12,3,3,4,828.0,828,1594,3,0,0,0,0,0,118000.0,0.0,0.0,9
706,1687,93.0,12030,8,0,0,5,5,5,1694.0,1694,1694,4,3,0,0,1,0,318000.0,818.0,0.0,7
707,2749,80.0,9554,8,13,12,4,4,5,777.0,1065,1911,4,2,3,0,0,0,215000.0,471.0,380.0,8
708,2875,61.0,8534,4,81,56,3,2,3,432.0,672,672,3,0,0,0,0,0,72000.0,0.0,0.0,4
709,1029,104.0,11361,6,32,32,3,4,3,1193.0,1523,1523,3,3,3,0,0,0,180000.0,478.0,644.0,7
710,1581,47.0,12416,6,22,22,3,4,3,1606.0,1651,1651,3,3,3,0,0,0,184000.0,616.0,1398.0,7
711,612,80.0,9600,5,50,50,3,3,5,1041.0,1041,1041,3,2,0,0,0,0,124500.0,270.0,991.0,6
712,139,70.0,8267,5,52,52,3,3,3,1604.0,1604,1604,3,1,0,0,0,0,135000.0,576.0,0.0,8
713,1335,50.0,6000,6,68,19,3,3,5,981.0,1014,1672,4,1,4,0,0,0,164900.0,240.0,521.0,6
714,2531,80.0,9600,7,37,37,3,3,3,1164.0,1164,1164,3,1,0,0,0,0,140000.0,528.0,0.0,6
715,681,71.0,7350,5,51,51,3,3,4,1041.0,1041,1041,3,2,0,0,0,0,128000.0,294.0,0.0,6
716,1383,69.05520046484602,7703,6,30,30,3,4,5,450.0,1034,1034,3,3,1,0,0,0,153000.0,504.0,450.0,6
717,1359,63.0,4347,6,98,58,4,4,5,796.0,825,1609,3,1,0,0,0,0,127500.0,228.0,0.0,7
718,1226,80.0,9600,5,58,2,3,3,4,572.0,1337,1337,4,2,4,0,0,0,141500.0,264.0,32.0,7
719,63,98.0,12256,8,16,15,4,5,5,1463.0,1500,2622,4,2,3,0,1,1,325000.0,712.0,1032.0,9
720,1869,80.0,9547,7,14,14,3,4,5,1594.0,1594,1594,4,2,3,0,0,0,188500.0,472.0,0.0,6
721,2468,60.0,7200,6,0,0,4,4,4,1262.0,1262,1262,4,3,0,0,0,0,185000.0,572.0,905.0,5
722,1135,63.0,13072,6,3,2,3,4,5,1175.0,1175,1175,4,0,0,0,0,0,146000.0,0.0,80.0,6
723,719,60.0,3600,6,92,2,3,3,5,624.0,664,1288,5,1,4,0,0,0,119000.0,280.0,0.0,5
724,405,21.0,1680,5,38,38,3,3,3,630.0,630,1302,3,1,0,0,0,0,112000.0,280.0,0.0,6
725,2506,37.0,3316,8,1,1,4,4,5,1247.0,1247,1247,4,3,4,0,0,0,197000.0,550.0,1039.0,4
726,2380,72.0,16387,9,0,0,4,5,4,1738.0,1738,2589,5,2,4,1,1,0,412083.0,831.0,1369.0,11
727,1565,69.05520046484602,13265,8,6,6,4,4,5,1568.0,1689,1689,4,2,4,0,0,0,271000.0,857.0,1218.0,7
728,1727,48.0,3242,7,4,4,4,4,5,1405.0,1405,1405,4,2,4,0,1,0,200000.0,478.0,1000.0,6
729,1661,64.0,8991,7,31,31,3,4,3,1228.0,1324,1324,4,3,2,0,0,0,174000.0,585.0,624.0,5
730,1967,80.0,8000,5,47,47,3,3,3,1377.0,1377,1377,3,1,3,0,0,0,156500.0,351.0,1098.0,6
731,2267,69.05520046484602,9303,6,11,10,4,5,5,872.0,888,1756,3,3,0,0,0,0,204000.0,422.0,742.0,7
732,1389,69.05520046484602,8544,5,42,2,3,3,4,1228.0,1228,1228,4,1,0,0,0,0,149350.0,271.0,0.0,6
733,2553,69.05520046484602,11425,5,52,52,3,3,4,1008.0,1008,1008,3,2,4,0,0,0,137000.0,275.0,486.0,4
734,1459,75.0,11404,7,10,9,4,4,5,1153.0,1153,2031,4,3,3,0,0,0,222500.0,541.0,252.0,8
735,1739,72.0,8229,6,0,0,4,4,5,752.0,752,1504,4,3,0,0,0,0,166000.0,440.0,0.0,6
736,172,56.0,4485,5,90,60,3,3,3,936.0,936,936,3,0,4,0,0,0,109500.0,0.0,579.0,5
737,788,69.05520046484602,15635,4,55,55,3,0,3,0.0,1383,1383,3,1,0,0,0,0,122000.0,498.0,0.0,6
738,1979,56.0,3153,5,87,17,3,3,4,967.0,967,967,3,1,4,0,0,0,99900.0,180.0,0.0,5
739,1801,84.0,11096,8,1,1,4,4,5,1656.0,1656,1656,4,2,0,0,0,0,249700.0,826.0,24.0,7
740,931,80.0,14000,6,59,5,3,3,5,1092.0,1152,1152,4,1,4,0,0,0,158500.0,300.0,0.0,6
741,2471,74.0,7733,6,1,1,3,3,5,1142.0,1142,1142,4,0,0,0,0,0,139500.0,0.0,24.0,5
742,2899,69.05520046484602,8098,6,6,6,4,4,5,1381.0,1403,1403,4,1,0,0,0,0,202000.0,470.0,1136.0,5
743,2544,70.0,8393,5,47,1,3,3,5,1626.0,1712,1712,3,3,0,0,0,0,145000.0,588.0,528.0,8
744,1386,60.0,12900,4,39,39,3,4,3,1198.0,1258,1258,3,1,0,0,0,0,108959.0,400.0,1198.0,6
745,315,69.05520046484602,57200,5,62,60,3,3,3,747.0,1687,1687,3,1,3,0,0,0,160000.0,572.0,353.0,7
746,1932,70.0,8078,5,49,49,3,3,3,1560.0,1560,1560,3,1,0,0,0,0,128600.0,484.0,0.0,8
747,1660,69.05520046484602,12384,7,31,31,3,4,3,793.0,1142,1935,3,2,3,0,0,0,197900.0,550.0,0.0,7
748,2353,69.05520046484602,9927,7,30,30,4,5,3,1047.0,1083,1083,3,2,2,0,0,0,172000.0,596.0,1005.0,5
749,2139,39.0,16300,5,30,30,3,4,3,876.0,907,907,3,2,0,0,0,0,130000.0,308.0,60.0,5
750,1585,69.05520046484602,7915,6,9,8,4,5,5,1666.0,1675,1675,4,2,0,0,0,0,195000.0,435.0,1223.0,6
751,1602,100.0,21750,5,54,54,3,3,5,988.0,988,988,3,2,0,0,0,0,113000.0,520.0,0.0,4
752,2888,70.0,9116,8,5,5,4,5,5,1491.0,1491,1491,4,2,0,0,0,0,209000.0,490.0,0.0,7
753,965,125.0,14419,7,22,20,3,4,5,1645.0,1479,1479,4,3,2,0,0,0,213500.0,578.0,904.0,7
754,645,67.0,13070,5,58,58,3,3,3,631.0,1112,1112,3,1,0,0,0,0,126000.0,480.0,308.0,5
755,789,73.0,9855,6,53,53,3,3,2,1436.0,1689,1689,3,1,4,0,0,0,127500.0,480.0,0.0,7
756,1015,60.0,8118,9,1,1,5,5,5,1710.0,1710,1710,5,2,4,1,1,0,334000.0,557.0,1034.0,6
757,1264,69.05520046484602,10920,6,48,48,3,3,3,1253.0,1253,1253,3,2,2,0,0,0,157000.0,352.0,733.0,5
758,1972,60.0,6600,5,45,45,3,3,4,864.0,864,864,3,1,0,0,0,0,125500.0,294.0,110.0,5
759,1481,63.0,8199,7,3,3,4,4,5,728.0,728,1456,4,3,4,0,0,0,189000.0,410.0,648.0,7
760,954,69.05520046484602,9947,7,19,18,3,4,5,1188.0,1217,1217,4,1,0,0,0,0,173000.0,497.0,611.0,6
761,2499,100.0,14330,7,32,32,4,4,4,1748.0,2151,2646,4,2,3,1,0,1,260000.0,550.0,1023.0,9
762,824,68.0,10769,8,2,2,4,4,5,866.0,866,1768,4,2,0,0,0,0,212000.0,578.0,20.0,7
763,2769,57.0,8846,5,10,10,4,4,5,870.0,914,914,3,1,0,0,0,0,148000.0,576.0,298.0,5
764,123,69.05520046484602,10600,6,46,46,3,3,3,533.0,1131,1775,3,1,0,0,0,0,136300.0,480.0,0.0,8
765,1862,69.05520046484602,18890,5,30,30,3,4,5,1361.0,1361,2620,3,2,3,0,0,1,190000.0,600.0,498.0,12
766,1308,69.0,9142,5,108,2,3,2,3,797.0,830,1627,3,1,0,0,0,0,139500.0,420.0,0.0,10
767,1758,69.05520046484602,7750,7,4,4,4,4,5,660.0,660,1320,4,3,0,0,0,0,162000.0,400.0,0.0,6
768,2236,50.0,6060,4,68,57,3,3,4,732.0,772,1123,3,1,0,0,0,0,100000.0,264.0,0.0,4
769,2912,58.0,10172,5,38,3,3,3,5,864.0,874,874,3,2,0,0,0,0,126500.0,288.0,441.0,5
770,2093,86.0,10380,7,21,20,4,3,5,1502.0,1553,2730,4,3,3,0,0,1,301000.0,576.0,28.0,8
771,2128,69.0,9337,6,10,10,3,4,5,824.0,905,1786,4,2,0,0,0,0,204750.0,684.0,648.0,7
772,679,60.0,7200,4,60,59,3,0,2,0.0,1040,1040,3,1,0,0,0,0,90000.0,420.0,0.0,6
773,1313,60.0,9600,5,88,48,3,3,3,973.0,1377,2350,3,1,0,0,0,0,130000.0,393.0,234.0,10
774,2534,72.0,8640,5,38,38,3,4,5,900.0,884,1770,3,2,0,0,0,0,155000.0,530.0,361.0,7
775,1273,70.0,7931,5,48,48,3,3,3,1269.0,1269,1269,3,1,2,0,0,0,155000.0,308.0,374.0,6
776,219,75.0,11625,5,45,45,3,3,5,1039.0,1039,1039,3,1,0,0,0,0,131500.0,504.0,841.0,6
777,133,80.0,9600,6,55,38,3,3,5,1156.0,1520,1520,3,2,4,0,0,0,153000.0,364.0,674.0,7
778,38,98.0,11478,8,3,2,4,5,5,1704.0,1704,1704,4,2,4,1,1,0,306000.0,772.0,1218.0,7
779,2408,61.0,7740,9,0,0,4,5,5,1686.0,1686,1686,5,3,4,0,1,0,332200.0,899.0,1023.0,6
780,1575,71.0,9520,8,1,0,4,4,5,1638.0,1646,1646,4,2,4,0,0,0,293077.0,800.0,1513.0,7
781,1671,69.05520046484602,17199,4,46,46,3,3,5,914.0,914,914,3,1,0,0,0,0,128000.0,270.0,314.0,4
782,2000,40.0,5400,6,81,3,3,3,4,1149.0,1149,1616,4,1,0,0,0,0,152000.0,216.0,370.0,5
783,2621,60.0,10800,4,57,56,3,3,3,720.0,720,1192,3,0,0,0,0,0,135000.0,0.0,0.0,6
784,1996,90.0,9900,6,127,57,3,3,3,1008.0,1178,2210,2,1,0,0,0,0,117500.0,205.0,0.0,8
785,1976,50.0,6000,6,80,57,3,3,3,845.0,866,1296,3,1,0,0,0,0,127500.0,576.0,276.0,6
786,1861,94.0,17778,8,26,26,4,4,4,2461.0,2497,2497,4,2,4,1,0,0,373000.0,676.0,1632.0,7
787,1600,21.0,1477,6,38,1,3,3,5,546.0,546,1092,3,0,0,0,0,0,98000.0,0.0,358.0,6
788,298,85.0,19645,7,16,3,3,4,5,423.0,896,1652,4,2,0,0,0,0,203135.0,473.0,343.0,6
789,875,70.0,8750,7,13,13,4,4,5,880.0,909,1716,4,2,3,0,0,0,191000.0,512.0,0.0,7
790,1205,74.0,7785,5,52,52,3,0,3,0.0,1014,1014,3,2,0,0,0,0,98000.0,267.0,0.0,6
791,763,60.0,10800,5,22,21,3,4,3,1200.0,1200,1200,3,0,0,0,0,0,179000.0,0.0,1200.0,5
792,512,76.0,9139,8,3,3,4,5,5,1422.0,1432,1432,4,3,4,0,0,0,245000.0,492.0,379.0,7
793,592,78.0,10140,7,11,10,4,5,5,1650.0,1680,1680,4,3,3,0,0,0,213250.0,583.0,144.0,7
794,1255,60.0,10122,4,60,58,3,0,3,0.0,869,869,3,1,0,0,0,0,89900.0,390.0,0.0,3
795,355,74.0,10141,7,11,11,3,4,4,832.0,885,1718,3,3,3,0,0,0,185000.0,427.0,0.0,7
796,1676,21.0,2205,6,34,34,3,3,3,525.0,525,1092,3,1,0,0,0,0,113500.0,264.0,312.0,6
797,2599,60.0,10914,3,77,56,3,3,2,715.0,715,715,3,1,0,0,0,0,68000.0,660.0,0.0,4
798,312,129.0,9196,7,7,7,4,5,5,1560.0,1560,1560,4,3,0,0,0,0,201000.0,573.0,0.0,7
799,1124,75.0,9803,7,3,3,4,4,4,866.0,866,1768,4,2,0,0,0,0,226700.0,603.0,400.0,7
800,1702,59.0,17169,10,0,0,5,5,5,2320.0,2290,2290,5,3,4,1,1,0,500067.0,1174.0,1684.0,7
801,2434,59.0,9171,7,2,1,4,4,5,848.0,848,1598,4,3,4,0,0,0,201490.0,433.0,0.0,7
802,1432,65.0,9750,5,14,14,3,4,5,990.0,990,990,3,1,0,0,0,0,155000.0,528.0,722.0,5
803,689,75.0,8604,5,31,31,3,4,4,941.0,941,941,4,1,0,0,0,0,145000.0,564.0,941.0,4
804,1349,60.0,6155,6,88,9,3,2,5,611.0,751,1362,3,3,0,0,0,0,128000.0,502.0,0.0,6
805,1759,58.0,9487,6,7,7,3,4,5,915.0,940,1690,3,2,3,0,0,0,187000.0,442.0,520.0,7
806,893,35.0,3675,6,4,3,3,4,4,547.0,1072,1072,3,3,0,0,0,0,145500.0,525.0,547.0,5
807,944,60.0,10200,4,84,59,3,3,2,572.0,572,572,3,1,0,0,0,0,75000.0,200.0,0.0,4
808,2109,75.0,11750,7,2,1,4,4,5,1546.0,1546,1546,4,2,0,0,0,0,217000.0,796.0,20.0,7
809,316,88.0,11896,7,2,2,4,4,5,1336.0,1346,1346,4,3,3,0,0,0,220000.0,660.0,78.0,6
810,2529,80.0,10400,6,34,34,3,3,4,732.0,1012,1790,3,2,3,0,0,0,165150.0,484.0,247.0,8
811,1448,69.05520046484602,10970,6,30,30,3,4,3,940.0,1026,1026,3,1,0,0,0,0,147000.0,576.0,505.0,5
812,871,73.0,11883,7,13,13,4,4,5,1504.0,1504,1504,4,3,3,0,0,0,203000.0,478.0,690.0,6
813,142,70.0,10552,5,51,51,3,3,4,1398.0,1700,1700,4,2,4,0,0,0,165500.0,447.0,1018.0,6
814,1515,45.0,8248,3,94,58,3,3,3,864.0,864,864,3,0,0,0,0,0,67000.0,0.0,41.0,5
815,1970,80.0,9760,6,43,14,3,3,4,822.0,1020,1851,4,2,2,0,0,0,187000.0,440.0,536.0,7
816,572,34.0,2998,6,9,9,4,4,5,756.0,756,1512,4,1,0,0,0,0,180000.0,440.0,507.0,4
817,2200,51.0,6821,6,86,2,3,3,4,651.0,759,1298,3,1,4,0,0,0,146500.0,240.0,113.0,8
818,2147,69.05520046484602,11354,7,7,7,4,3,5,1673.0,1673,1673,4,2,3,0,0,0,270000.0,583.0,1412.0,7
819,249,73.0,9069,6,18,18,3,4,5,936.0,996,996,4,1,0,0,0,0,147000.0,564.0,747.0,5
820,162,60.0,8064,6,62,6,3,3,3,816.0,816,1224,3,1,0,0,0,0,132000.0,280.0,481.0,5
